tlg_author_id,tlg_work_id,corpus,cts_urn,corpus_author,corpus_title,edition_description,language,word_count,text_url,metadata_url,license,source_revision,in_printed_inventory,match_method,match_confidence,verification_status
0031,024,PTA,urn:cts:pta:pta9999.pta086.pta-grc1,Bible,Epistula Ioannis II,The Greek New Testament: SBL Edition,grc,,https://pta.bbaw.de/text/urn:cts:pta:pta9999.pta086.pta-grc1,https://github.com/PatristicTextArchive/pta_data/blob/524eb9763b1181bc9f14edf52943bfe2f7a43aed/data/pta9999/pta086/__cts__.xml,https://creativecommons.org/licenses/by/4.0/,524eb9763b1181bc9f14edf52943bfe2f7a43aed,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0031,024,Perseus,urn:cts:greekLit:tlg0031.tlg024.perseus-grc2,New Testament,Ἰωάννου Β′,"The New Testament in the original Greek. Westcott, Brooke Foss; Hort, Fenton John Anthony, editors. New York: Harper and Brothers, 1882-1892.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0031.tlg024.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0031/tlg024/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0031,025,PTA,urn:cts:pta:pta9999.pta087.pta-grc1,Bible,Epistula Ioannis III,The Greek New Testament: SBL Edition,grc,,https://pta.bbaw.de/text/urn:cts:pta:pta9999.pta087.pta-grc1,https://github.com/PatristicTextArchive/pta_data/blob/524eb9763b1181bc9f14edf52943bfe2f7a43aed/data/pta9999/pta087/__cts__.xml,https://creativecommons.org/licenses/by/4.0/,524eb9763b1181bc9f14edf52943bfe2f7a43aed,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0031,025,Perseus,urn:cts:greekLit:tlg0031.tlg025.perseus-grc2,New Testament,Ἰωάννου Γ′,"The New Testament in the original Greek. Westcott, Brooke Foss; Hort, Fenton John Anthony, editors. New York: Harper and Brothers, 1882-1892.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0031.tlg025.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0031/tlg025/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0031,026,PTA,urn:cts:pta:pta9999.pta088.pta-grc1,Bible,Epistula Iuda,The Greek New Testament: SBL Edition,grc,,https://pta.bbaw.de/text/urn:cts:pta:pta9999.pta088.pta-grc1,https://github.com/PatristicTextArchive/pta_data/blob/524eb9763b1181bc9f14edf52943bfe2f7a43aed/data/pta9999/pta088/__cts__.xml,https://creativecommons.org/licenses/by/4.0/,524eb9763b1181bc9f14edf52943bfe2f7a43aed,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0031,026,Perseus,urn:cts:greekLit:tlg0031.tlg026.perseus-grc2,New Testament,Ἰούδου,"The New Testament in the original Greek. Westcott, Brooke Foss; Hort, Fenton John Anthony, editors. New York: Harper and Brothers, 1882-1892.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0031.tlg026.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0031/tlg026/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0031,027,PTA,urn:cts:pta:pta9999.pta089.pta-grc1,Bible,Apocalypsis Ioannis,The Greek New Testament: SBL Edition,grc,,https://pta.bbaw.de/text/urn:cts:pta:pta9999.pta089.pta-grc1,https://github.com/PatristicTextArchive/pta_data/blob/524eb9763b1181bc9f14edf52943bfe2f7a43aed/data/pta9999/pta089/__cts__.xml,https://creativecommons.org/licenses/by/4.0/,524eb9763b1181bc9f14edf52943bfe2f7a43aed,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0031,027,Perseus,urn:cts:greekLit:tlg0031.tlg027.perseus-grc2,New Testament,Ἀποκάλυψις,"The New Testament in the original Greek. Westcott, Brooke Foss; Hort, Fenton John Anthony, editors. New York: Harper and Brothers, 1882-1892.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0031.tlg027.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0031/tlg027/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0032,001,Perseus,urn:cts:greekLit:tlg0032.tlg001.perseus-grc2,Xenophon,Ἑλληνικά,"Xenophon. Xenophontis Opera Omnia, Vol. 1. Marchant, E. C. (Edgar Cardew), editor. Oxford: Clarendon Press, 1900.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0032.tlg001.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0032/tlg001/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0032,002,Perseus,urn:cts:greekLit:tlg0032.tlg002.perseus-grc2,Xenophon,Ἀπομνημονεύματα,"Xenophon. Opera omnia, Vol. 2. Marchant, E. C. (Edgar Cardew), editor. Oxford: Clarendon Press, 1921.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0032.tlg002.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0032/tlg002/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0032,003,Perseus,urn:cts:greekLit:tlg0032.tlg003.perseus-grc2,Xenophon,Οἰκονομικός,"Xenophon. Opera omnia, Vol. 2. Marchant, E. C. (Edgar Cardew), editor. Oxford: Clarendon Press, 1921.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0032.tlg003.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0032/tlg003/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0032,004,Perseus,urn:cts:greekLit:tlg0032.tlg004.perseus-grc2,Xenophon,Συμπόσιον,"Xenophon. Opera omnia, Vol. 2. Marchant, E. C. (Edgar Cardew), editor. Oxford: Clarendon Press, 1921.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0032.tlg004.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0032/tlg004/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0032,005,Perseus,urn:cts:greekLit:tlg0032.tlg005.perseus-grc2,Xenophon,Ἀπολογία Σωκράτους,"Xenophon. Opera omnia, Vol. 2. Marchant, E. C. (Edgar Cardew), editor. Oxford: Clarendon Press, 1921.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0032.tlg005.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0032/tlg005/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0032,006,Perseus,urn:cts:greekLit:tlg0032.tlg006.perseus-grc2,Xenophon,Ἀνάβασις,"Xenophon. Opera omnia, Vol. 3. Marchant, E. C. (Edgar Cardew), editor. Oxford: Clarendon Press, 1904.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0032.tlg006.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0032/tlg006/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0032,007,Perseus,urn:cts:greekLit:tlg0032.tlg007.perseus-grc2,Xenophon,Κύρου παιδεία,"Xenophon. Opera omnia, Vol. 4. Marchant, E. C. (Edgar Cardew), editor. Oxford: Clarendon Press, 1910.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0032.tlg007.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0032/tlg007/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0032,008,Perseus,urn:cts:greekLit:tlg0032.tlg008.perseus-grc2,Xenophon,Ἱέρων,"Xenophon. Opera omnia, Vol. 5. Marchant, E. C. (Edgar Cardew), editor. Oxford: Clarendon Press, 1920.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0032.tlg008.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0032/tlg008/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0032,009,Perseus,urn:cts:greekLit:tlg0032.tlg009.perseus-grc2,Xenophon,Ἀγησίλαος,"Xenophon. Opera omnia, Vol. 5. Marchant, E. C. (Edgar Cardew), editor. Oxford: Clarendon Press, 1920.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0032.tlg009.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0032/tlg009/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0032,010,Perseus,urn:cts:greekLit:tlg0032.tlg010.perseus-grc2,Xenophon,Λακεδαιμονίων Πολιτεία,"Xenophon. Opera omnia, Vol. 5. Marchant, E. C. (Edgar Cardew), editor. Oxford: Clarendon Press, 1920.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0032.tlg010.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0032/tlg010/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0032,011,Perseus,urn:cts:greekLit:tlg0032.tlg011.perseus-grc2,Xenophon,Πόροι ἢ περὶ προσόδων,"Xenophon. Opera omnia, Vol. 5. Marchant, E. C. (Edgar Cardew), editor. Oxford: Clarendon Press, 1920.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0032.tlg011.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0032/tlg011/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0032,012,Perseus,urn:cts:greekLit:tlg0032.tlg012.perseus-grc2,Xenophon,Ἱππαρχικός,"Xenophon. Opera omnia, Vol. 5. Marchant, E. C. (Edgar Cardew), editor. Oxford: Clarendon Press, 1920.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0032.tlg012.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0032/tlg012/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0032,013,Perseus,urn:cts:greekLit:tlg0032.tlg013.perseus-grc2,Xenophon,Περὶ ἱππικῆς,"Xenophon. Opera omnia, Vol. 5. Marchant, E. C. (Edgar Cardew), editor. Oxford: Clarendon Press, 1920.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0032.tlg013.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0032/tlg013/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0032,014,Perseus,urn:cts:greekLit:tlg0032.tlg014.perseus-grc2,Xenophon,Κυνηγετικός,"Xenophon. Opera omnia, Vol. 5. Marchant, E. C. (Edgar Cardew), editor. Oxford: Clarendon Press, 1920.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0032.tlg014.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0032/tlg014/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0033,001,Perseus,urn:cts:greekLit:tlg0033.tlg001.perseus-grc2,Pindar,Ὀλυμπιονῖκαι,"Pindar. The Odes of Pindar. Sandys, John Edwin, editor. London: William Heinemann; Cambridge: Harvard University Press. 1937 (reprint).",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0033.tlg001.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0033/tlg001/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0033,002,Perseus,urn:cts:greekLit:tlg0033.tlg002.perseus-grc2,Pindar,Πυθιονῖκαι,"Pindar. The Odes of Pindar. Sandys, John Edwin, editor. London: William Heinemann; Cambridge: Harvard University Press. 1937 (reprint).",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0033.tlg002.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0033/tlg002/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0033,003,Perseus,urn:cts:greekLit:tlg0033.tlg003.perseus-grc2,Pindar,Νεμεονῖκαι,"Pindar. The Odes of Pindar. Sandys, John Edwin, editor. London: William Heinemann; Cambridge: Harvard University Press. 1937 (reprint).",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0033.tlg003.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0033/tlg003/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0033,004,Perseus,urn:cts:greekLit:tlg0033.tlg004.perseus-grc2,Pindar,Ἰσθμιονῖκαι,"Pindar. The Odes of Pindar. Sandys, John Edwin, editor. London: William Heinemann; Cambridge: Harvard University Press. 1937 (reprint).",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0033.tlg004.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0033/tlg004/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0034,001,Perseus,urn:cts:greekLit:tlg0034.tlg001.perseus-grc2,Lycurgus,Κατὰ Λεωκράτους,"Lycurgus. Minor Attic Orators, Vol. 2. Burtt, J. O., editor. London: William Heinemann, Ltd.; Cambridge, MA: Harvard University Press, 1954 (printing).",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0034.tlg001.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0034/tlg001/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0035,001,Perseus,urn:cts:greekLit:tlg0035.tlg001.perseus-grc2,Moschus,Ἔρως δραπέτης,"Moschus. The Greek Bucolic Poets. Edmonds, J. M., editor. London: William Heinemann, Ltd.; New York: G. P. Putnam's Sons, 1916.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0035.tlg001.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0035/tlg001/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0035,002,Perseus,urn:cts:greekLit:tlg0035.tlg002.perseus-grc2,Moschus,Εὐρώπη,"Moschus. The Greek Bucolic Poets. Edmonds, J. M., editor. London: William Heinemann, Ltd.; New York: G. P. Putnam's Sons, 1916.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0035.tlg002.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0035/tlg002/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0035,003,Perseus,urn:cts:greekLit:tlg0035.tlg003.perseus-grc2,Moschus,Ἐπιτάφιος Βίωνος,"Moschus. The Greek Bucolic Poets. Edmonds, J. M., editor. London: William Heinemann, Ltd.; New York: G. P. Putnam's Sons, 1916.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0035.tlg003.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0035/tlg003/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0035,004,Perseus,urn:cts:greekLit:tlg0035.tlg004.perseus-grc2,Moschus,Μεγάρα,"Moschus. The Greek Bucolic Poets. Edmonds, J. M., editor. London: William Heinemann, Ltd.; New York: G. P. Putnam's Sons, 1916.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0035.tlg004.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0035/tlg004/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0035,005,Perseus,urn:cts:greekLit:tlg0035.tlg005.perseus-grc2,Moschus,Fragmenta,"Moschus. The Greek Bucolic Poets. Edmonds, J. M., editor. London: William Heinemann, Ltd.; New York: G. P. Putnam's Sons, 1916.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0035.tlg005.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0035/tlg005/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0036,001,Perseus,urn:cts:greekLit:tlg0036.tlg001.perseus-grc2,Bion of Phlossa,Αδώνιδος επιτάφιος,"Bion. The Greek Bucolic Poets. Edmonds, J. M., editor. London: William Heinemann, Ltd.; New York: G. P. Putnam's Sons, 1916.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0036.tlg001.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0036/tlg001/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0036,002,Perseus,urn:cts:greekLit:tlg0036.tlg002.perseus-grc2,Bion of Phlossa,Μύρσων καὶ Λυκίδας,"Bion. The Greek Bucolic Poets. Edmonds, J. M., editor. London: William Heinemann, Ltd.; New York: G. P. Putnam's Sons, 1916.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0036.tlg002.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0036/tlg002/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0036,003,Perseus,urn:cts:greekLit:tlg0036.tlg003.perseus-grc2,Bion of Phlossa,Fragmenta,"Bion. The Greek Bucolic Poets. Edmonds, J. M., editor. London: William Heinemann, Ltd.; New York: G. P. Putnam's Sons, 1916.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0036.tlg003.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0036/tlg003/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0037,001,First1KGreek,urn:cts:greekLit:tlg0037.tlg001.1st1K-grc1,Anacharsis,Epistulae,,grc,1348,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0037.tlg001.1st1K-grc1:1,https://github.com/OpenGreekAndLatin/First1KGreek,REVIEW_REQUIRED,bfea9acd07ee1b7cea70cdd927c8f092d5637695,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0039,001,First1KGreek,urn:cts:greekLit:tlg0039.tlg001.1st1K-grc1,Mithridatis Epistula,Epistula,,grc,346,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0039.tlg001.1st1K-grc1:1,https://github.com/OpenGreekAndLatin/First1KGreek,REVIEW_REQUIRED,bfea9acd07ee1b7cea70cdd927c8f092d5637695,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0041,001,First1KGreek,urn:cts:greekLit:tlg0041.tlg001.1st1K-grc1,Chionis Epistulae,Epistulae,,grc,4973,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0041.tlg001.1st1K-grc1:1.1,https://github.com/OpenGreekAndLatin/First1KGreek,REVIEW_REQUIRED,bfea9acd07ee1b7cea70cdd927c8f092d5637695,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0044,001,First1KGreek,urn:cts:greekLit:tlg0044.tlg001.1st1K-grc1,Antiochus Epistolographus,Epistulae,,grc,478,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0044.tlg001.1st1K-grc1:1,https://github.com/OpenGreekAndLatin/First1KGreek,REVIEW_REQUIRED,bfea9acd07ee1b7cea70cdd927c8f092d5637695,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0045,001,First1KGreek,urn:cts:greekLit:tlg0045.tlg001.1st1K-grc1,Artaxerxis Epistulae,Epistulae,,grc,630,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0045.tlg001.1st1K-grc1:1,https://github.com/OpenGreekAndLatin/First1KGreek,REVIEW_REQUIRED,bfea9acd07ee1b7cea70cdd927c8f092d5637695,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0046,001,First1KGreek,urn:cts:greekLit:tlg0046.tlg001.1st1K-grc1,Niciae Epistula,Epistula,,grc,786,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0046.tlg001.1st1K-grc1:1,https://github.com/OpenGreekAndLatin/First1KGreek,REVIEW_REQUIRED,bfea9acd07ee1b7cea70cdd927c8f092d5637695,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0048,001,First1KGreek,urn:cts:greekLit:tlg0048.tlg001.1st1K-grc1,"Philip II, King of Macedonia",Epistulae,,grc,2446,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0048.tlg001.1st1K-grc1:1.1,https://github.com/OpenGreekAndLatin/First1KGreek,REVIEW_REQUIRED,bfea9acd07ee1b7cea70cdd927c8f092d5637695,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0053,001,First1KGreek,urn:cts:greekLit:tlg0053.tlg001.1st1K-grc1,Phalaridis Epistulae,Epistulae,,grc,18567,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0053.tlg001.1st1K-grc1:1.1,https://github.com/OpenGreekAndLatin/First1KGreek,REVIEW_REQUIRED,bfea9acd07ee1b7cea70cdd927c8f092d5637695,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0055,001,First1KGreek,urn:cts:greekLit:tlg0055.tlg001.1st1K-grc1,Themistocles,Epistulae,,grc,9180,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0055.tlg001.1st1K-grc1:1,https://github.com/OpenGreekAndLatin/First1KGreek,REVIEW_REQUIRED,bfea9acd07ee1b7cea70cdd927c8f092d5637695,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
0057,001,First1KGreek,urn:cts:greekLit:tlg0057.tlg001.1st1K-grc1,Galen,Adhortatio ad artes addiscendas,,grc,5041,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0057.tlg001.1st1K-grc1:1,https://github.com/OpenGreekAndLatin/First1KGreek,REVIEW_REQUIRED,bfea9acd07ee1b7cea70cdd927c8f092d5637695,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT
