tlg_author_id,tlg_work_id,relationship,journal_status,source_urn,source_url,source_local_path,source_sha256,source_license,evidence_file
1805,010,VERIFIED_ALTERNATE_EDITION,OPEN_TEXT_DIFFERENT_EDITION,urn:cts:greekLit:tlg1805.tlg010.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg1805.tlg010.1st1K-grc1:1,sources/upstream/first1kgreek/data/tlg1805/tlg010/tlg1805.tlg010.1st1K-grc1.xml,847b529567281715d70c24df942fd7a67bad5cee30941941c8b6822649c08e5f,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,data/research_batches/detailed_verified_3001_batch_880.csv
2000,001,VERIFIED_ALTERNATE_EDITION,OPEN_TEXT_DIFFERENT_EDITION,urn:cts:greekLit:tlg2000.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2000.tlg001.1st1K-grc1:1.1.1,sources/upstream/first1kgreek/data/tlg2000/tlg001/tlg2000.tlg001.1st1K-grc1.xml,6dcdedabeaa968391fd126260f7552d2beacf817c9a571b78c73bb42fcbd9be9,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,data/research_batches/detailed_verified_3001_batch_904.csv
2001,038,VERIFIED_ALTERNATE_EDITION,OPEN_TEXT_DIFFERENT_EDITION,urn:cts:greekLit:tlg2001.tlg038.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2001.tlg038.1st1K-grc1:1,sources/upstream/first1kgreek/data/tlg2001/tlg038/tlg2001.tlg038.1st1K-grc1.xml,3baf45b5f6c3e5aa837a551da3379d66f4b679be0d55b6b6447cba34721af4b0,"https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International
 License",data/research_batches/detailed_verified_3001_batch_911.csv
2001,039,VERIFIED_ALTERNATE_EDITION,OPEN_TEXT_DIFFERENT_EDITION,urn:cts:greekLit:tlg2001.tlg039.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2001.tlg039.1st1K-grc1:1,sources/upstream/first1kgreek/data/tlg2001/tlg039/tlg2001.tlg039.1st1K-grc1.xml,a2a33d5181a91c5912266df218f24f595e05dd94aac8a072f7607e10dd6f4447,"https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International
 License",data/research_batches/detailed_verified_3001_batch_912.csv
2001,040,VERIFIED_ALTERNATE_EDITION,OPEN_TEXT_DIFFERENT_EDITION,urn:cts:greekLit:tlg2001.tlg040.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2001.tlg040.1st1K-grc1:1,sources/upstream/first1kgreek/data/tlg2001/tlg040/tlg2001.tlg040.1st1K-grc1.xml,e5237488058973358264611bcb6440c7224ce3e5a9b6710ce1a1626e0cc3c7b3,"https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International
 License",data/research_batches/detailed_verified_3001_batch_912.csv
2001,041,VERIFIED_ALTERNATE_EDITION,OPEN_TEXT_DIFFERENT_EDITION,urn:cts:greekLit:tlg2001.tlg041.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2001.tlg041.1st1K-grc1:1,sources/upstream/first1kgreek/data/tlg2001/tlg041/tlg2001.tlg041.1st1K-grc1.xml,4ecd77e3e73f41c1840c31b92e64ddd5fa285d580cbf04b94fbc205c68a13fcc,"https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International
   License",data/research_batches/detailed_verified_3001_batch_912.csv
2001,042,VERIFIED_ALTERNATE_EDITION,OPEN_TEXT_DIFFERENT_EDITION,urn:cts:greekLit:tlg2001.tlg042.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2001.tlg042.1st1K-grc1:3,sources/upstream/first1kgreek/data/tlg2001/tlg042/tlg2001.tlg042.1st1K-grc1.xml,d7be7e1fe2b9c8254e8c06c7a8f8e7941a775faeccc1c07aaa98861d3b7ca924,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,data/research_batches/detailed_verified_3001_batch_912.csv
2016,001,VERIFIED_ALTERNATE_EDITION,OPEN_TEXT_DIFFERENT_EDITION,urn:cts:greekLit:tlg2016.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2016.tlg001.1st1K-grc1:0,sources/upstream/first1kgreek/data/tlg2016/tlg001/tlg2016.tlg001.1st1K-grc1.xml,794cbdcd539878a994523c04f66e57d4583f6b1a3b03f241b85f1db98b05e8fd,"https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons
				Attribution-ShareAlike 4.0 International License",data/research_batches/detailed_verified_3001_batch_919.csv
2032,001,VERIFIED_ALTERNATE_EDITION,OPEN_TEXT_DIFFERENT_EDITION,urn:cts:greekLit:tlg2032.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2032.tlg001.1st1K-grc1:1.1,sources/upstream/first1kgreek/data/tlg2032/tlg001/tlg2032.tlg001.1st1K-grc1.xml,97c19de67ffa6f15ca01bb0f47eae655354d4e1e3bfb7d9fb8837f572d40fe78,"https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International
                        License",data/research_batches/detailed_verified_3001_batch_922.csv
2034,002,VERIFIED_ALTERNATE_EDITION,OPEN_TEXT_DIFFERENT_EDITION,urn:cts:greekLit:tlg2034.tlg002.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2034.tlg002.1st1K-grc1:1,sources/upstream/first1kgreek/data/tlg2034/tlg002/tlg2034.tlg002.1st1K-grc1.xml,2b8afb24c554d923f0f6a8bb38475ebc5e789880e94fc649fc7e72b7b672adac,"https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International 
 License",data/research_batches/detailed_verified_3001_batch_924.csv
2034,003,VERIFIED_ALTERNATE_EDITION,OPEN_TEXT_DIFFERENT_EDITION,urn:cts:greekLit:tlg2034.tlg003.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2034.tlg003.1st1K-grc1:1.1,sources/upstream/first1kgreek/data/tlg2034/tlg003/tlg2034.tlg003.1st1K-grc1.xml,5e4939ca7c66ca1ebca7b2c774e8887d49628ca764a64fac5c5744d6bdd05847,"https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International
 License",data/research_batches/detailed_verified_3001_batch_924.csv
2034,005,VERIFIED_ALTERNATE_EDITION,OPEN_TEXT_DIFFERENT_EDITION,urn:cts:greekLit:tlg2034.tlg005.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2034.tlg005.1st1K-grc1:1,sources/upstream/first1kgreek/data/tlg2034/tlg005/tlg2034.tlg005.1st1K-grc1.xml,a1619abe3c06923ba4410ef88c1d826e8399373f1e87c2af8abcc68b61cfb242,"https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International
 License",data/research_batches/detailed_verified_3001_batch_924.csv
2034,006,VERIFIED_ALTERNATE_EDITION,OPEN_TEXT_DIFFERENT_EDITION,urn:cts:greekLit:tlg2034.tlg006.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2034.tlg006.opp-grc1:1,sources/upstream/first1kgreek/data/tlg2034/tlg006/tlg2034.tlg006.opp-grc1.xml,928fa29efee5239dedcd9d205a65e4b87aad342f577c732788f27b046139c0dd,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,data/research_batches/detailed_verified_3001_batch_924.csv
2034,007,VERIFIED_ALTERNATE_EDITION,OPEN_TEXT_DIFFERENT_EDITION,urn:cts:greekLit:tlg2034.tlg007.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2034.tlg007.opp-grc1:3,sources/upstream/first1kgreek/data/tlg2034/tlg007/tlg2034.tlg007.opp-grc1.xml,b16524a6d0bbeaf1444e80290d6569ffb91a37d41e0e7ade69d95fb818f3b57c,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,data/research_batches/detailed_verified_3001_batch_925.csv
2034,014,VERIFIED_ALTERNATE_EDITION,OPEN_TEXT_DIFFERENT_EDITION,urn:cts:greekLit:tlg2034.tlg014.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2034.tlg014.1st1K-grc1:1.1,sources/upstream/first1kgreek/data/tlg2034/tlg014/tlg2034.tlg014.1st1K-grc1.xml,998d0c6d91e5e4fc22bcfda783ae7d847fe4aff347dc3526b3097d8effba49b6,"https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International
                        License",data/research_batches/detailed_verified_3001_batch_926.csv
2034,015,VERIFIED_ALTERNATE_EDITION,OPEN_TEXT_DIFFERENT_EDITION,urn:cts:greekLit:tlg2034.tlg015.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2034.tlg015.1st1K-grc1:1.1,sources/upstream/first1kgreek/data/tlg2034/tlg015/tlg2034.tlg015.1st1K-grc1.xml,f354281c46697c789431221101fe2e804fc458f76963b84ff5a6ef14f66f5280,"https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International
                        License",data/research_batches/detailed_verified_3001_batch_926.csv
